"valor","vigenciadesde","vigenciahasta"
"643.42","1991-12-02T00:00:00.000","1991-12-02T00:00:00.000"
"639.22","1991-12-03T00:00:00.000","1991-12-03T00:00:00.000"
"635.7","1991-12-04T00:00:00.000","1991-12-04T00:00:00.000"
"631.51","1991-12-05T00:00:00.000","1991-12-05T00:00:00.000"
"627.16","1991-12-06T00:00:00.000","1991-12-06T00:00:00.000"
"638.06","1991-12-07T00:00:00.000","1991-12-09T00:00:00.000"
"622.92","1991-12-10T00:00:00.000","1991-12-10T00:00:00.000"
"627.46","1991-12-11T00:00:00.000","1991-12-11T00:00:00.000"
"633.09","1991-12-12T00:00:00.000","1991-12-12T00:00:00.000"
"632.35","1991-12-13T00:00:00.000","1991-12-13T00:00:00.000"
"630.91","1991-12-14T00:00:00.000","1991-12-16T00:00:00.000"
"626.23","1991-12-17T00:00:00.000","1991-12-17T00:00:00.000"
"626.52","1991-12-18T00:00:00.000","1991-12-18T00:00:00.000"
"633.35","1991-12-19T00:00:00.000","1991-12-19T00:00:00.000"
"621.71","1991-12-20T00:00:00.000","1991-12-20T00:00:00.000"
"620.62","1991-12-21T00:00:00.000","1991-12-23T00:00:00.000"
"622.95","1991-12-24T00:00:00.000","1991-12-24T00:00:00.000"
"622.95","1991-12-25T00:00:00.000","1991-12-26T00:00:00.000"
"631.63","1991-12-27T00:00:00.000","1991-12-27T00:00:00.000"
"632.37","1991-12-28T00:00:00.000","1991-12-30T00:00:00.000"
"632.37","1991-12-31T00:00:00.000","1991-12-31T00:00:00.000"
"632.37","1992-01-01T00:00:00.000","1992-01-01T00:00:00.000"
"638.61","1992-01-02T00:00:00.000","1992-01-02T00:00:00.000"
"632.58","1992-01-03T00:00:00.000","1992-01-03T00:00:00.000"
"638.07","1992-01-04T00:00:00.000","1992-01-07T00:00:00.000"
"638.17","1992-01-08T00:00:00.000","1992-01-08T00:00:00.000"
"638.61","1992-01-09T00:00:00.000","1992-01-09T00:00:00.000"
"637.86","1992-01-10T00:00:00.000","1992-01-10T00:00:00.000"
"645.04","1992-01-11T00:00:00.000","1992-01-13T00:00:00.000"
"659.74","1992-01-14T00:00:00.000","1992-01-14T00:00:00.000"
"657.49","1992-01-15T00:00:00.000","1992-01-15T00:00:00.000"
"653.45","1992-01-16T00:00:00.000","1992-01-16T00:00:00.000"
"652.91","1992-01-17T00:00:00.000","1992-01-17T00:00:00.000"
"645.35","1992-01-18T00:00:00.000","1992-01-20T00:00:00.000"
"645.97","1992-01-21T00:00:00.000","1992-01-21T00:00:00.000"
"647.04","1992-01-22T00:00:00.000","1992-01-22T00:00:00.000"
"647.01","1992-01-23T00:00:00.000","1992-01-23T00:00:00.000"
"647.01","1992-01-24T00:00:00.000","1992-01-24T00:00:00.000"
"644.83","1992-01-25T00:00:00.000","1992-01-27T00:00:00.000"
"645.53","1992-01-28T00:00:00.000","1992-01-28T00:00:00.000"
"645.2","1992-01-29T00:00:00.000","1992-01-29T00:00:00.000"
"644.04","1992-01-30T00:00:00.000","1992-01-30T00:00:00.000"
"644.27","1992-01-31T00:00:00.000","1992-01-31T00:00:00.000"
"640.52","1992-02-01T00:00:00.000","1992-02-03T00:00:00.000"
"640.52","1992-02-04T00:00:00.000","1992-02-04T00:00:00.000"
"638.01","1992-02-05T00:00:00.000","1992-02-05T00:00:00.000"
"637.65","1992-02-06T00:00:00.000","1992-02-06T00:00:00.000"
"636.9","1992-02-07T00:00:00.000","1992-02-07T00:00:00.000"
"635.34","1992-02-08T00:00:00.000","1992-02-10T00:00:00.000"
"634.74","1992-02-11T00:00:00.000","1992-02-11T00:00:00.000"
"634.59","1992-02-12T00:00:00.000","1992-02-12T00:00:00.000"
"634.67","1992-02-13T00:00:00.000","1992-02-13T00:00:00.000"
"635.6","1992-02-14T00:00:00.000","1992-02-14T00:00:00.000"
"634.74","1992-02-15T00:00:00.000","1992-02-17T00:00:00.000"
"635.66","1992-02-18T00:00:00.000","1992-02-18T00:00:00.000"
"635.21","1992-02-19T00:00:00.000","1992-02-19T00:00:00.000"
"634.93","1992-02-20T00:00:00.000","1992-02-20T00:00:00.000"
"633.31","1992-02-21T00:00:00.000","1992-02-21T00:00:00.000"
"633.03","1992-02-22T00:00:00.000","1992-02-24T00:00:00.000"
"633.55","1992-02-25T00:00:00.000","1992-02-25T00:00:00.000"
"633.74","1992-02-26T00:00:00.000","1992-02-26T00:00:00.000"
"634.06","1992-02-27T00:00:00.000","1992-02-27T00:00:00.000"
"633.91","1992-02-28T00:00:00.000","1992-02-28T00:00:00.000"
"636.54","1992-02-29T00:00:00.000","1992-03-02T00:00:00.000"
"640.95","1992-03-03T00:00:00.000","1992-03-03T00:00:00.000"
"636.05","1992-03-04T00:00:00.000","1992-03-04T00:00:00.000"
"635.86","1992-03-05T00:00:00.000","1992-03-05T00:00:00.000"
"636.73","1992-03-06T00:00:00.000","1992-03-06T00:00:00.000"
"636.22","1992-03-07T00:00:00.000","1992-03-09T00:00:00.000"
"635.88","1992-03-10T00:00:00.000","1992-03-10T00:00:00.000"
"639.78","1992-03-11T00:00:00.000","1992-03-11T00:00:00.000"
"639.38","1992-03-12T00:00:00.000","1992-03-12T00:00:00.000"
"641.29","1992-03-13T00:00:00.000","1992-03-13T00:00:00.000"
"642.0","1992-03-14T00:00:00.000","1992-03-16T00:00:00.000"
"644.13","1992-03-17T00:00:00.000","1992-03-17T00:00:00.000"
"643.83","1992-03-18T00:00:00.000","1992-03-18T00:00:00.000"
"642.59","1992-03-19T00:00:00.000","1992-03-19T00:00:00.000"
"641.53","1992-03-20T00:00:00.000","1992-03-20T00:00:00.000"
"640.37","1992-03-21T00:00:00.000","1992-03-24T00:00:00.000"
"642.0","1992-03-25T00:00:00.000","1992-03-25T00:00:00.000"
"641.81","1992-03-26T00:00:00.000","1992-03-26T00:00:00.000"
"641.22","1992-03-27T00:00:00.000","1992-03-27T00:00:00.000"
"647.24","1992-03-28T00:00:00.000","1992-03-30T00:00:00.000"
"641.59","1992-03-31T00:00:00.000","1992-03-31T00:00:00.000"
"641.98","1992-04-01T00:00:00.000","1992-04-01T00:00:00.000"
"645.14","1992-04-02T00:00:00.000","1992-04-02T00:00:00.000"
"644.77","1992-04-03T00:00:00.000","1992-04-03T00:00:00.000"
"643.11","1992-04-04T00:00:00.000","1992-04-06T00:00:00.000"
"645.73","1992-04-07T00:00:00.000","1992-04-07T00:00:00.000"
"643.98","1992-04-08T00:00:00.000","1992-04-08T00:00:00.000"
"644.61","1992-04-09T00:00:00.000","1992-04-09T00:00:00.000"
"646.5","1992-04-10T00:00:00.000","1992-04-10T00:00:00.000"
"647.28","1992-04-11T00:00:00.000","1992-04-13T00:00:00.000"
"649.48","1992-04-14T00:00:00.000","1992-04-14T00:00:00.000"
"655.66","1992-04-15T00:00:00.000","1992-04-15T00:00:00.000"
"657.97","1992-04-16T00:00:00.000","1992-04-20T00:00:00.000"
"655.32","1992-04-21T00:00:00.000","1992-04-21T00:00:00.000"
"652.57","1992-04-22T00:00:00.000","1992-04-22T00:00:00.000"
"651.48","1992-04-23T00:00:00.000","1992-04-23T00:00:00.000"
"650.24","1992-04-24T00:00:00.000","1992-04-24T00:00:00.000"
"651.36","1992-04-25T00:00:00.000","1992-04-27T00:00:00.000"
"650.31","1992-04-28T00:00:00.000","1992-04-28T00:00:00.000"
"651.95","1992-04-29T00:00:00.000","1992-04-29T00:00:00.000"
"653.83","1992-04-30T00:00:00.000","1992-04-30T00:00:00.000"
"653.58","1992-05-01T00:00:00.000","1992-05-04T00:00:00.000"
"653.1","1992-05-05T00:00:00.000","1992-05-05T00:00:00.000"
"653.7","1992-05-06T00:00:00.000","1992-05-06T00:00:00.000"
"654.74","1992-05-07T00:00:00.000","1992-05-07T00:00:00.000"
"656.4","1992-05-08T00:00:00.000","1992-05-08T00:00:00.000"
"657.91","1992-05-09T00:00:00.000","1992-05-11T00:00:00.000"
"658.52","1992-05-12T00:00:00.000","1992-05-12T00:00:00.000"
"660.57","1992-05-13T00:00:00.000","1992-05-13T00:00:00.000"
"660.88","1992-05-14T00:00:00.000","1992-05-14T00:00:00.000"
"663.43","1992-05-15T00:00:00.000","1992-05-15T00:00:00.000"
"663.58","1992-05-16T00:00:00.000","1992-05-18T00:00:00.000"
"663.75","1992-05-19T00:00:00.000","1992-05-19T00:00:00.000"
"664.5","1992-05-20T00:00:00.000","1992-05-20T00:00:00.000"
"663.1","1992-05-21T00:00:00.000","1992-05-21T00:00:00.000"
"662.6","1992-05-22T00:00:00.000","1992-05-22T00:00:00.000"
"662.11","1992-05-23T00:00:00.000","1992-05-25T00:00:00.000"
"662.15","1992-05-26T00:00:00.000","1992-05-26T00:00:00.000"
"660.46","1992-05-27T00:00:00.000","1992-05-27T00:00:00.000"
"660.16","1992-05-28T00:00:00.000","1992-05-28T00:00:00.000"
"660.99","1992-05-29T00:00:00.000","1992-05-29T00:00:00.000"
"664.37","1992-05-30T00:00:00.000","1992-06-02T00:00:00.000"
"666.11","1992-06-03T00:00:00.000","1992-06-03T00:00:00.000"
"664.3","1992-06-04T00:00:00.000","1992-06-04T00:00:00.000"
"666.47","1992-06-05T00:00:00.000","1992-06-05T00:00:00.000"
"664.36","1992-06-06T00:00:00.000","1992-06-08T00:00:00.000"
"665.91","1992-06-09T00:00:00.000","1992-06-09T00:00:00.000"
"665.92","1992-06-10T00:00:00.000","1992-06-10T00:00:00.000"
"667.96","1992-06-11T00:00:00.000","1992-06-11T00:00:00.000"
"667.52","1992-06-12T00:00:00.000","1992-06-12T00:00:00.000"
"669.55","1992-06-13T00:00:00.000","1992-06-15T00:00:00.000"
"671.36","1992-06-16T00:00:00.000","1992-06-16T00:00:00.000"
"675.76","1992-06-17T00:00:00.000","1992-06-17T00:00:00.000"
"680.17","1992-06-18T00:00:00.000","1992-06-18T00:00:00.000"
"678.25","1992-06-19T00:00:00.000","1992-06-19T00:00:00.000"
"683.37","1992-06-20T00:00:00.000","1992-06-23T00:00:00.000"
"690.08","1992-06-24T00:00:00.000","1992-06-24T00:00:00.000"
"699.09","1992-06-25T00:00:00.000","1992-06-25T00:00:00.000"
"701.83","1992-06-26T00:00:00.000","1992-06-26T00:00:00.000"
"697.57","1992-06-27T00:00:00.000","1992-06-30T00:00:00.000"
"695.36","1992-07-01T00:00:00.000","1992-07-01T00:00:00.000"
"694.43","1992-07-02T00:00:00.000","1992-07-02T00:00:00.000"
"693.71","1992-07-03T00:00:00.000","1992-07-03T00:00:00.000"
"693.4","1992-07-04T00:00:00.000","1992-07-06T00:00:00.000"
"696.12","1992-07-07T00:00:00.000","1992-07-07T00:00:00.000"
"695.65","1992-07-08T00:00:00.000","1992-07-08T00:00:00.000"
"699.01","1992-07-09T00:00:00.000","1992-07-09T00:00:00.000"
"703.74","1992-07-10T00:00:00.000","1992-07-10T00:00:00.000"
"708.72","1992-07-11T00:00:00.000","1992-07-13T00:00:00.000"
"720.47","1992-07-14T00:00:00.000","1992-07-14T00:00:00.000"
"719.15","1992-07-15T00:00:00.000","1992-07-15T00:00:00.000"
"717.45","1992-07-16T00:00:00.000","1992-07-16T00:00:00.000"
"717.7","1992-07-17T00:00:00.000","1992-07-17T00:00:00.000"
"715.11","1992-07-18T00:00:00.000","1992-07-21T00:00:00.000"
"710.91","1992-07-22T00:00:00.000","1992-07-22T00:00:00.000"
"707.96","1992-07-23T00:00:00.000","1992-07-23T00:00:00.000"
"699.73","1992-07-24T00:00:00.000","1992-07-24T00:00:00.000"
"699.68","1992-07-25T00:00:00.000","1992-07-27T00:00:00.000"
"701.66","1992-07-28T00:00:00.000","1992-07-28T00:00:00.000"
"701.89","1992-07-29T00:00:00.000","1992-07-29T00:00:00.000"
"702.02","1992-07-30T00:00:00.000","1992-07-30T00:00:00.000"
"705.14","1992-07-31T00:00:00.000","1992-07-31T00:00:00.000"
"702.52","1992-08-01T00:00:00.000","1992-08-03T00:00:00.000"
"701.82","1992-08-04T00:00:00.000","1992-08-04T00:00:00.000"
"698.84","1992-08-05T00:00:00.000","1992-08-05T00:00:00.000"
"695.32","1992-08-06T00:00:00.000","1992-08-06T00:00:00.000"
"694.25","1992-08-07T00:00:00.000","1992-08-10T00:00:00.000"
"692.72","1992-08-11T00:00:00.000","1992-08-11T00:00:00.000"
"692.25","1992-08-12T00:00:00.000","1992-08-12T00:00:00.000"
"694.28","1992-08-13T00:00:00.000","1992-08-13T00:00:00.000"
"692.51","1992-08-14T00:00:00.000","1992-08-14T00:00:00.000"
"693.25","1992-08-15T00:00:00.000","1992-08-18T00:00:00.000"
"693.69","1992-08-19T00:00:00.000","1992-08-19T00:00:00.000"
"692.48","1992-08-20T00:00:00.000","1992-08-20T00:00:00.000"
"692.56","1992-08-21T00:00:00.000","1992-08-21T00:00:00.000"
"693.94","1992-08-22T00:00:00.000","1992-08-24T00:00:00.000"
"689.56","1992-08-25T00:00:00.000","1992-08-25T00:00:00.000"
"689.21","1992-08-26T00:00:00.000","1992-08-26T00:00:00.000"
"689.45","1992-08-27T00:00:00.000","1992-08-27T00:00:00.000"
"690.3","1992-08-28T00:00:00.000","1992-08-28T00:00:00.000"
"691.68","1992-08-29T00:00:00.000","1992-08-31T00:00:00.000"
"691.9","1992-09-01T00:00:00.000","1992-09-01T00:00:00.000"
"692.89","1992-09-02T00:00:00.000","1992-09-02T00:00:00.000"
"693.02","1992-09-03T00:00:00.000","1992-09-03T00:00:00.000"
"695.62","1992-09-04T00:00:00.000","1992-09-04T00:00:00.000"
"696.77","1992-09-05T00:00:00.000","1992-09-07T00:00:00.000"
"697.69","1992-09-08T00:00:00.000","1992-09-08T00:00:00.000"
"698.28","1992-09-09T00:00:00.000","1992-09-09T00:00:00.000"
"695.38","1992-09-10T00:00:00.000","1992-09-10T00:00:00.000"
"695.54","1992-09-11T00:00:00.000","1992-09-11T00:00:00.000"
"696.39","1992-09-12T00:00:00.000","1992-09-14T00:00:00.000"
"696.29","1992-09-15T00:00:00.000","1992-09-15T00:00:00.000"
"696.84","1992-09-16T00:00:00.000","1992-09-16T00:00:00.000"
"695.7","1992-09-17T00:00:00.000","1992-09-17T00:00:00.000"
"696.66","1992-09-18T00:00:00.000","1992-09-18T00:00:00.000"
"696.42","1992-09-19T00:00:00.000","1992-09-21T00:00:00.000"
"699.16","1992-09-22T00:00:00.000","1992-09-22T00:00:00.000"
"697.77","1992-09-23T00:00:00.000","1992-09-23T00:00:00.000"
"698.4","1992-09-24T00:00:00.000","1992-09-24T00:00:00.000"
"697.01","1992-09-25T00:00:00.000","1992-09-25T00:00:00.000"
"704.8","1992-09-26T00:00:00.000","1992-09-28T00:00:00.000"
"701.0","1992-09-29T00:00:00.000","1992-09-29T00:00:00.000"
"702.81","1992-09-30T00:00:00.000","1992-09-30T00:00:00.000"
"699.7","1992-10-01T00:00:00.000","1992-10-01T00:00:00.000"
"703.08","1992-10-02T00:00:00.000","1992-10-02T00:00:00.000"
"710.22","1992-10-03T00:00:00.000","1992-10-05T00:00:00.000"
"704.52","1992-10-06T00:00:00.000","1992-10-06T00:00:00.000"
"703.66","1992-10-07T00:00:00.000","1992-10-07T00:00:00.000"
"702.71","1992-10-08T00:00:00.000","1992-10-08T00:00:00.000"
"704.06","1992-10-09T00:00:00.000","1992-10-09T00:00:00.000"
"701.88","1992-10-10T00:00:00.000","1992-10-13T00:00:00.000"
"702.48","1992-10-14T00:00:00.000","1992-10-14T00:00:00.000"
"705.52","1992-10-15T00:00:00.000","1992-10-15T00:00:00.000"
"708.21","1992-10-16T00:00:00.000","1992-10-16T00:00:00.000"
"707.13","1992-10-17T00:00:00.000","1992-10-19T00:00:00.000"
"707.35","1992-10-20T00:00:00.000","1992-10-20T00:00:00.000"
"706.06","1992-10-21T00:00:00.000","1992-10-21T00:00:00.000"
"709.22","1992-10-22T00:00:00.000","1992-10-22T00:00:00.000"
"710.19","1992-10-23T00:00:00.000","1992-10-23T00:00:00.000"
"712.04","1992-10-24T00:00:00.000","1992-10-26T00:00:00.000"
"713.55","1992-10-27T00:00:00.000","1992-10-27T00:00:00.000"
"716.39","1992-10-28T00:00:00.000","1992-10-28T00:00:00.000"
"715.31","1992-10-29T00:00:00.000","1992-10-29T00:00:00.000"
"717.37","1992-10-30T00:00:00.000","1992-10-30T00:00:00.000"
"716.88","1992-10-31T00:00:00.000","1992-11-03T00:00:00.000"
"718.98","1992-11-04T00:00:00.000","1992-11-04T00:00:00.000"
"719.21","1992-11-05T00:00:00.000","1992-11-05T00:00:00.000"
"720.96","1992-11-06T00:00:00.000","1992-11-06T00:00:00.000"
"722.57","1992-11-07T00:00:00.000","1992-11-09T00:00:00.000"
"720.48","1992-11-10T00:00:00.000","1992-11-10T00:00:00.000"
"722.37","1992-11-11T00:00:00.000","1992-11-11T00:00:00.000"
"723.72","1992-11-12T00:00:00.000","1992-11-12T00:00:00.000"
"722.72","1992-11-13T00:00:00.000","1992-11-13T00:00:00.000"
"724.07","1992-11-14T00:00:00.000","1992-11-17T00:00:00.000"
"730.11","1992-11-18T00:00:00.000","1992-11-18T00:00:00.000"
"724.97","1992-11-19T00:00:00.000","1992-11-19T00:00:00.000"
"724.9","1992-11-20T00:00:00.000","1992-11-20T00:00:00.000"
"721.98","1992-11-21T00:00:00.000","1992-11-23T00:00:00.000"
"726.97","1992-11-24T00:00:00.000","1992-11-24T00:00:00.000"
"720.63","1992-11-25T00:00:00.000","1992-11-25T00:00:00.000"
"721.47","1992-11-26T00:00:00.000","1992-11-26T00:00:00.000"
"722.61","1992-11-27T00:00:00.000","1992-11-27T00:00:00.000"
"725.45","1992-11-28T00:00:00.000","1992-11-30T00:00:00.000"
"729.42","1992-12-01T00:00:00.000","1992-12-01T00:00:00.000"
"725.75","1992-12-02T00:00:00.000","1992-12-02T00:00:00.000"
"729.74","1992-12-03T00:00:00.000","1992-12-03T00:00:00.000"
"738.19","1992-12-04T00:00:00.000","1992-12-04T00:00:00.000"
"736.29","1992-12-05T00:00:00.000","1992-12-07T00:00:00.000"
"732.11","1992-12-08T00:00:00.000","1992-12-09T00:00:00.000"
"732.4","1992-12-10T00:00:00.000","1992-12-10T00:00:00.000"
"727.21","1992-12-11T00:00:00.000","1992-12-11T00:00:00.000"
"729.8","1992-12-12T00:00:00.000","1992-12-14T00:00:00.000"
"732.69","1992-12-15T00:00:00.000","1992-12-15T00:00:00.000"
"736.2","1992-12-16T00:00:00.000","1992-12-16T00:00:00.000"
"734.98","1992-12-17T00:00:00.000","1992-12-17T00:00:00.000"
"732.54","1992-12-18T00:00:00.000","1992-12-18T00:00:00.000"
"735.31","1992-12-19T00:00:00.000","1992-12-21T00:00:00.000"
"736.82","1992-12-22T00:00:00.000","1992-12-22T00:00:00.000"
"735.0","1992-12-23T00:00:00.000","1992-12-23T00:00:00.000"
"735.19","1992-12-24T00:00:00.000","1992-12-24T00:00:00.000"
"735.19","1992-12-25T00:00:00.000","1992-12-28T00:00:00.000"
"737.44","1992-12-29T00:00:00.000","1992-12-29T00:00:00.000"
"737.98","1992-12-30T00:00:00.000","1992-12-30T00:00:00.000"
"737.98","1992-12-31T00:00:00.000","1992-12-31T00:00:00.000"
"737.98","1993-01-01T00:00:00.000","1993-01-04T00:00:00.000"
"737.55","1993-01-05T00:00:00.000","1993-01-05T00:00:00.000"
"738.65","1993-01-06T00:00:00.000","1993-01-06T00:00:00.000"
"740.08","1993-01-07T00:00:00.000","1993-01-07T00:00:00.000"
"742.61","1993-01-08T00:00:00.000","1993-01-08T00:00:00.000"
"746.63","1993-01-09T00:00:00.000","1993-01-12T00:00:00.000"
"749.63","1993-01-13T00:00:00.000","1993-01-13T00:00:00.000"
"748.98","1993-01-14T00:00:00.000","1993-01-14T00:00:00.000"
"746.71","1993-01-15T00:00:00.000","1993-01-15T00:00:00.000"
"746.39","1993-01-16T00:00:00.000","1993-01-18T00:00:00.000"
"747.2","1993-01-19T00:00:00.000","1993-01-19T00:00:00.000"
"748.07","1993-01-20T00:00:00.000","1993-01-20T00:00:00.000"
"750.06","1993-01-21T00:00:00.000","1993-01-21T00:00:00.000"
"750.0","1993-01-22T00:00:00.000","1993-01-22T00:00:00.000"
"748.56","1993-01-23T00:00:00.000","1993-01-25T00:00:00.000"
"747.25","1993-01-26T00:00:00.000","1993-01-26T00:00:00.000"
"747.13","1993-01-27T00:00:00.000","1993-01-27T00:00:00.000"
"746.21","1993-01-28T00:00:00.000","1993-01-28T00:00:00.000"
"745.14","1993-01-29T00:00:00.000","1993-01-29T00:00:00.000"
"746.05","1993-01-30T00:00:00.000","1993-02-01T00:00:00.000"
"745.27","1993-02-02T00:00:00.000","1993-02-02T00:00:00.000"
"745.64","1993-02-03T00:00:00.000","1993-02-03T00:00:00.000"
"745.73","1993-02-04T00:00:00.000","1993-02-04T00:00:00.000"
"745.79","1993-02-05T00:00:00.000","1993-02-05T00:00:00.000"
"746.56","1993-02-06T00:00:00.000","1993-02-08T00:00:00.000"
"745.45","1993-02-09T00:00:00.000","1993-02-09T00:00:00.000"
"745.49","1993-02-10T00:00:00.000","1993-02-10T00:00:00.000"
"745.38","1993-02-11T00:00:00.000","1993-02-11T00:00:00.000"
"748.22","1993-02-12T00:00:00.000","1993-02-12T00:00:00.000"
"748.88","1993-02-13T00:00:00.000","1993-02-15T00:00:00.000"
"748.18","1993-02-16T00:00:00.000","1993-02-16T00:00:00.000"
"749.69","1993-02-17T00:00:00.000","1993-02-17T00:00:00.000"
"750.75","1993-02-18T00:00:00.000","1993-02-18T00:00:00.000"
"752.47","1993-02-19T00:00:00.000","1993-02-19T00:00:00.000"
"751.96","1993-02-20T00:00:00.000","1993-02-22T00:00:00.000"
"752.52","1993-02-23T00:00:00.000","1993-02-23T00:00:00.000"
"753.33","1993-02-24T00:00:00.000","1993-02-24T00:00:00.000"
"755.07","1993-02-25T00:00:00.000","1993-02-25T00:00:00.000"
"759.2","1993-02-26T00:00:00.000","1993-02-26T00:00:00.000"
"758.03","1993-02-27T00:00:00.000","1993-03-01T00:00:00.000"
"757.89","1993-03-02T00:00:00.000","1993-03-02T00:00:00.000"
"760.71","1993-03-03T00:00:00.000","1993-03-03T00:00:00.000"
"762.68","1993-03-04T00:00:00.000","1993-03-04T00:00:00.000"
"762.04","1993-03-05T00:00:00.000","1993-03-05T00:00:00.000"
"762.2","1993-03-06T00:00:00.000","1993-03-08T00:00:00.000"
"763.38","1993-03-09T00:00:00.000","1993-03-09T00:00:00.000"
"763.9","1993-03-10T00:00:00.000","1993-03-10T00:00:00.000"
"764.74","1993-03-11T00:00:00.000","1993-03-11T00:00:00.000"
"765.19","1993-03-12T00:00:00.000","1993-03-12T00:00:00.000"
"764.79","1993-03-13T00:00:00.000","1993-03-15T00:00:00.000"
"764.29","1993-03-16T00:00:00.000","1993-03-16T00:00:00.000"
"765.06","1993-03-17T00:00:00.000","1993-03-17T00:00:00.000"
"766.12","1993-03-18T00:00:00.000","1993-03-18T00:00:00.000"
"766.42","1993-03-19T00:00:00.000","1993-03-19T00:00:00.000"
"766.84","1993-03-20T00:00:00.000","1993-03-23T00:00:00.000"
"766.63","1993-03-24T00:00:00.000","1993-03-24T00:00:00.000"
"766.91","1993-03-25T00:00:00.000","1993-03-25T00:00:00.000"
"767.99","1993-03-26T00:00:00.000","1993-03-26T00:00:00.000"
"767.4","1993-03-27T00:00:00.000","1993-03-29T00:00:00.000"
"766.79","1993-03-30T00:00:00.000","1993-03-30T00:00:00.000"
"766.41","1993-03-31T00:00:00.000","1993-03-31T00:00:00.000"
"766.44","1993-04-01T00:00:00.000","1993-04-01T00:00:00.000"
"767.98","1993-04-02T00:00:00.000","1993-04-02T00:00:00.000"
"768.46","1993-04-03T00:00:00.000","1993-04-05T00:00:00.000"
"768.31","1993-04-06T00:00:00.000","1993-04-06T00:00:00.000"
